id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts237487,True: Terrific Tales,SHOW,"Through the magic of the Story Spinner, True and her friends create their own versions of Pinocchio, Little Red Riding Hood and other classic tales.",2020,,8,"['animation', 'family']",['US'],1.0,tt12140808,5.7,22.0,2.123,9.0
ts87599,Somewhere Only We Know,SHOW,"Ph.D. candidate in Physics Mu Cheng He catches a third-year student in English Xue Tong cheating on an exam. When he even becomes the substitute teacher in her elective course Russian and makes her study with him after classes, her hatred for him only grows. Over time, however, Xue Tong discovers Teacher Mu’s true character and comes to secretly love him.",2019,TV-MA,58,"['drama', 'romance']",['CN'],1.0,tt10472296,7.3,158.0,6.363,9.0
ts268648,Anitta: Made in Honório,SHOW,"In this intimate documentary, Brazilian pop queen Anitta opens up about fame, family and her fierce work ethic, revealing the woman behind the hits.",2020,TV-MA,29,"['documentation', 'music']",['BR'],1.0,tt13486136,6.8,398.0,5.792,5.5
ts90696,In the Bosom of a Thorn,SHOW,"After the invasion of Kuwait, a woman's infant daughter is taken from her. Now, her daughter looks to make her way back home years later.",2019,TV-14,46,['drama'],[],1.0,tt10397430,7.3,48.0,0.675,
ts90568,Answer for Heaven,SHOW,"A righteous fallen angel must work with a rating-obsessed reporter to investigate crimes as journalists in a highly competitive newsroom.

(Source: Netflix)",2019,,44,"['comedy', 'drama']",['TH'],1.0,,,,3.762,9.0
ts268997,Futmalls.com,SHOW,Strange occurrences afflict a group of people after they purchase items on a shopping website from the future.,2020,TV-14,40,"['thriller', 'scifi']",['TW'],1.0,tt13652552,6.4,182.0,3.412,10.0
ts221472,Valentino,SHOW,"Its events revolve around ""Noor Abdul Majeed"", famous for Valentino, who owns international schools he and his wife ,but there are some differences between them throughout the series, and from here begins the adventure and surprises .",2020,TV-14,39,['comedy'],['EG'],1.0,tt11508212,5.2,213.0,2.902,6.5
ts235689,J-Style Trip,SHOW,Megastar Jay Chou joins his A-list friends in this globe-trotting variety show packed with music and magic tricks.,2020,TV-14,64,['reality'],"['CN', 'TW']",1.0,tt11942052,4.9,111.0,3.946,7.5
ts222901,糖糖Online,SHOW,"When a wardrobe malfunction goes viral, a bubbly live streamer struggles to navigate her classmates' cruel judgment and the small town she lives in.",2019,TV-MA,24,['drama'],['TW'],1.0,tt11330500,5.5,21.0,0.6,10.0
ts213071,Sleepless Society NYCTOPHOBIA,SHOW,Thai Horro Drama.,2019,TV-MA,46,"['drama', 'thriller']",['TH'],1.0,tt10805822,5.5,43.0,3.134,9.3
ts258169,Holiday Home Makeover with Mr. Christmas,SHOW,"Mr. Christmas, a veteran in the interior design industry with a healthy obsession with the holiday season, takes you behind the scenes as he puts his design expertise and vast Christmas collection to good use.",2020,TV-G,43,['reality'],['US'],1.0,tt13255112,5.8,291.0,6.128,6.8
ts223078,Nailed It! Spain,SHOW,"On this competition show, novice bakers try to avoid a fiasco while duplicating stunning sweets. At stake are a trophy and 5,000 euros.",2019,TV-PG,31,['reality'],['US'],1.0,,,,3.026,7.1
ts234501,Buddi,SHOW,"The Buddis bounce, spin, glide and giggle through their magical world, learning new things and sharing the joy of friendship.",2020,TV-Y,8,"['fantasy', 'animation', 'comedy', 'family']",['US'],2.0,tt11829340,7.1,61.0,2.003,10.0
ts235916,Ladies Up,SHOW,"Rising India-based comics Prashasti Singh, Kaneez Surka, Supriya Joshi, and Niveditha Prakasam bring no-holds-barred humor to this stand up series",2020,,17,"['reality', 'comedy']",['IN'],1.0,tt11942100,4.3,234.0,0.946,8.0
ts269280,Kings of Jo'Burg,SHOW,"The Masire brothers rule Johannesburg's criminal underworld, but a supernatural family curse and a tangled web of betrayal threaten to destroy them.",2020,TV-MA,51,"['crime', 'thriller']",['ZA'],1.0,tt13453828,5.6,491.0,6.273,8.0
ts222838,I'm with the Band: Nasty Cherry,SHOW,"In an unfiltered, intimate docuseries, pop star mentor Charli XCX finds out what it takes to build -- and break -- a real, badass all-girl punk band.",2019,TV-MA,0,['reality'],['US'],1.0,,,,3.873,7.2
ts255823,The House Arrest of Us,SHOW,"A long-term couple finally decides to get engaged, and per Filipino pre-wedding tradition, the groom-to-be and his family go to his fiancée's family to settle the union. A series of unfortunate events follow as a pandemic hits, with the government suddenly implementing an Enhanced Community Quarantine. Now the would-be bride and groom, joined by their warring families, must live under one roof during a mandated lockdown.",2020,TV-PG,26,"['comedy', 'romance']",['PH'],1.0,tt13280838,5.6,107.0,2.586,
ts241246,The Smart Money Woman,SHOW,"Meet Zuri. She's living a fabulous life. Great car, gorgeous apartment, well paid job. Meet Zuri. Broken down car, an apartment she cant afford, a job she's about to lose. What's a broke girl to do. With her best friends Tami (the flighty fashion designer), Lara (the tough oil and gas executive), Adesuwa (the conservative lawyer), and Ladun (the fabulous housewife), Zuri grows a little, learns a lot and navigates her way to making better financial decisions and building wealth. This show tackles, debt, spending, the consumerist culture of the African middle class, the fear and misconceptions surrounding money and the lack of it, love, friendships, cultural and societal pressures and the roles they play in success. With each episode comes a Smart Money Lesson, there to help you work your way up the financial ladder.",2020,TV-MA,48,['drama'],[],1.0,tt12428002,6.4,105.0,1.332,2.0
ts215869,Extreme Engagement,SHOW,An engaged couple travels the world for a year to explore marriage customs in diverse cultures. Will the journey bring them closer or tear them apart?,2019,,40,['reality'],[],1.0,tt10521644,5.6,382.0,4.222,8.0
ts234505,Fary: Hexagone,SHOW,"French comedy phenom Fary puts a playful spin on questions of identity, culture and more in the first half of an epic two-part stand-up special.",2020,TV-MA,51,['comedy'],['FR'],1.0,tt11823028,6.2,126.0,1.968,7.0
ts215862,True Tunes,SHOW,"True and her friends are dropping sweet, silly beats with freshly modern music videos set to the sounds of classic nursery rhyme songs.",2019,TV-Y7,3,['family'],['US'],1.0,tt10522374,8.0,14.0,1.052,10.0
ts89531,That's What Happened,SHOW,"The events of the series revolve within a social dramatic framework during a time period of up to 100 years ago, approximately (1918: 2018), about the suffering women encounter in general, and Sa’idiyya in particular, and the different ideas, customs and traditions, and other social issues that concern women.",2019,TV-14,39,[],[],1.0,,,,1.613,8.0
ts236850,Children of Adam,SHOW,Scandals and conflicts of society figures from different backgrounds revealing exciting events linking Ghassan and Judge Rima with Saad and Maya.,2020,TV-14,41,"['action', 'drama']",['LB'],1.0,tt12434912,7.8,170.0,3.074,8.5
ts251607,Word Party Songs,SHOW,"Sing along and dance with Bailey, Franny, Kip, Lulu and Tilly in this collection of music videos that will get you in the mood to move and groove!",2020,TV-Y,4,"['animation', 'family']",[],1.0,tt12748268,3.6,18.0,1.497,10.0
ts90648,I Have A Script,SHOW,"After the death of a loved one, a woman decides to pursue her passion for writing by penning television scripts.",2019,TV-14,45,['drama'],['KW'],1.0,,,,2.642,10.0
ts89740,The Defected,SHOW,A thrilling story revolving around a policeman who becomes embroiled in a conspiracy plaguing the high-ranking officials due to an incident that almost cost him his life.,2019,TV-14,42,"['drama', 'crime']",['HK'],1.0,tt10141612,7.4,68.0,3.82,9.0
ts304136,마법버스 타요,SHOW,not given,2020,TV-Y7,24,[],['KR'],1.0,,,,0.6,
ts222362,Mighty Little Bheem: Diwali,SHOW,"From decorating his home to devouring sweet, join Bheem as he make merry -- and a it os mischief -- while the festival of lights is in full swing.",2019,,24,"['comedy', 'animation']",[],1.0,tt10987498,7.7,35.0,2.122,10.0
ts224956,What the Love! with Karan Johar,SHOW,"With help from celebrity guests and a glam squad, filmmaker Karan Johar mentors six singletons through their personal struggles as they look for love.",2020,,47,['reality'],['IO'],1.0,,,,1.617,7.0
ts283159,A Perfect Day for Arsenide,SHOW,"A Perfect Day for Arsenide adapts ten stories from the same-titled novel by Hong Kong writer Pizza, the author of Lost On A Red Mini Bus To Taipo. Spanning suspense, horror, comedy, fantasy and more, the inventive series rolls out whimsical and bizarre stories about the absurdity of life in the wild city of Hong Kong.",2020,TV-MA,23,"['drama', 'romance']",['HK'],1.0,tt14592684,5.0,16.0,3.298,
ts264270,Anatomy of a Scandal,SHOW,A sexual consent scandal amongst British privileged elite and the women caught up in its wake.,2022,TV-MA,45,"['drama', 'thriller']","['GB', 'US']",1.0,tt12748084,7.0,16425.0,40.449,7.8
ts217231,Heartstopper,SHOW,Teens Charlie and Nick discover their unlikely friendship might be something more as they navigate school and young love in this coming-of-age series.,2022,TV-14,28,"['drama', 'romance']",['GB'],1.0,tt10638036,8.9,28978.0,926.362,8.9
ts90093,The Pentaverate,SHOW,"After influencing global events for centuries, a secret society faces a dangerous threat from within. Can a Canadian reporter save them — and the world?",2022,TV-MA,27,['comedy'],['US'],1.0,tt10203880,6.1,3409.0,33.635,
ts342732,Our Great National Parks,SHOW,"Narrated by former President Barack Obama, this stunning docuseries shines the spotlight on some of the planet's most spectacular national parks.",2022,,52,['documentation'],['US'],1.0,tt18750552,,,6.666,8.1
ts108385,Inventing Anna,SHOW,"A journalist with a lot to prove investigates the case of Anna Delvey, the Instagram-legendary German heiress who stole the hearts of New York’s social scene – and stole their money as well.",2022,TV-MA,68,['drama'],['US'],1.0,tt8740976,6.8,54105.0,126.677,6.8
ts225061,Pieces of Her,SHOW,An act of violence rocks a sleepy Georgia town as well as the bond between a mother and her daughter.,2022,TV-MA,52,"['crime', 'drama', 'thriller']",['US'],1.0,tt9170236,6.4,11322.0,15.955,6.6
ts344184,Conversations with a Killer: The John Wayne Gacy Tapes,SHOW,"Serial killer John Wayne Gacy was an aspiring politician, beloved local contractor, and part-time clown-for-hire who murdered 33 young men between 1972 and 1976. The majority of his victims were found buried under his house, in the quiet northwest suburbs of Chicago. Fifty years later, DNA scientists are still trying to identify all of his victims, but thanks to 60 hours of unearthed audio between Gacy and his defense team, we have fresh perspective on the narcissistic mindset of the murderer and a deeper understanding of how he operated for so long with impunity.",2022,TV-MA,61,"['crime', 'documentation']",['US'],1.0,tt18970124,7.2,3984.0,534.857,7.8
ts256310,Pacific Rim: The Black,SHOW,"After Kaiju ravage Australia, two siblings pilot a Jaeger to search for their parents, encountering new creatures, seedy characters and chance allies.",2021,TV-14,24,"['animation', 'action', 'scifi']",['US'],2.0,tt9288848,7.0,4796.0,76.137,8.4
ts270910,Vikings: Valhalla,SHOW,"In this sequel to ""Vikings,"" a hundred years have passed and a new generation of legendary heroes arises to forge its own destiny — and make history.",2022,TV-MA,51,"['war', 'action', 'drama', 'history', 'romance']",['US'],1.0,tt11311302,7.1,31330.0,504.811,8.1
ts222333,Arcane,SHOW,"Amid the stark discord of twin cities Piltover and Zaun, two sisters fight on rival sides of a war between magic technologies and clashing convictions.",2021,TV-14,41,"['action', 'scifi', 'drama', 'fantasy', 'animation']",['US'],1.0,tt11126994,9.1,175412.0,138.891,9.1
ts301625,Hold Tight,SHOW,"When a young man goes missing soon after his friend dies, life in a tight-knit, affluent Warsaw suburb slowly unravels, exposing secrets and lies.",2022,TV-MA,47,"['crime', 'drama', 'thriller']",['PL'],1.0,tt15019128,6.1,1113.0,14.897,7.2
ts311987,Bad Vegan: Fame. Fraud. Fugitives.,SHOW,"After marrying a mysterious man who claimed he could make her dog immortal, a celebrated vegan restaurateur finds her life veering off the rails.",2022,TV-MA,52,"['crime', 'documentation']",['US'],1.0,tt18260538,5.8,2062.0,4.076,5.1
ts215951,Midnight Mass,SHOW,"An isolated island community experiences miraculous events - and frightening omens - after the arrival of a charismatic, mysterious young priest.",2021,TV-MA,64,"['action', 'drama', 'fantasy', 'horror', 'scifi']",['US'],1.0,tt10574558,7.7,102321.0,138.708,7.6
ts307973,Murderville,SHOW,"Welcome to Murderville, a new series starring Will Arnett as a detective who, in every episode, has to solve a murder with a new celebrity guest star as his partner.  The catch is: the guest star is never given a script so they have to improvise their way through the case!",2022,TV-MA,34,"['crime', 'comedy']",['US'],1.0,tt15264192,6.9,10414.0,6.027,5.9
ts240453,Clark,SHOW,"This is the incredible story behind Sweden's most notorious gangster, Clark Olofsson, whose infamous crimes gave rise to the term ""Stockholm Syndrome"".",2022,TV-MA,61,"['comedy', 'crime', 'drama', 'thriller', 'action']",['SE'],1.0,tt12304420,7.5,1991.0,52.364,7.1
ts333834,The Ultimatum: Marry or Move On,SHOW,Get hitched or call it quits? Couples put their love to the test — while shacking up with other potential matches — in a provocative reality series.,2022,TV-MA,50,['reality'],['US'],1.0,tt18396952,5.4,1440.0,3.902,7.0
ts294338,Hard Cell,SHOW,A documentary crew follows the inmates and staff of HMP Woldsley while Catherine Tate portrays multiple characters to capture the penal system at its brutal humorous best.,2022,TV-MA,26,"['comedy', 'documentation', 'sport']","['US', 'GB']",1.0,tt14959710,6.1,618.0,3.175,5.5
ts256072,The Woman in the House Across the Street from the Girl in the Window,SHOW,"For Anna, every day is the same. She sits with her wine, staring out the window, watching life go by without her. But when a handsome neighbor moves in across the street, Anna starts to see a light at the end of the tunnel. That is until she witnesses a gruesome murder… Or did she?",2022,TV-MA,26,"['crime', 'comedy', 'drama', 'thriller']",['US'],1.0,tt13315324,6.3,38964.0,16.343,7.2
ts256710,Archive 81,SHOW,An archivist takes a job restoring damaged videotapes and gets pulled into the vortex of a mystery involving the missing director and a demonic cult.,2022,TV-MA,54,"['scifi', 'drama', 'horror', 'thriller']",['US'],1.0,tt13365348,7.3,43068.0,99.77,7.4
ts343599,Jimmy Savile: A British Horror Story,SHOW,"Jimmy Savile was one of the United Kingdom’s most beloved TV personalities. Shortly after his death in 2011, an investigation prompted more than 450 horrific allegations of sexual assault and abuse, with victims as young as 5.",2022,TV-MA,85,"['crime', 'documentation']",['GB'],1.0,tt18970454,6.7,4711.0,6.13,7.1
ts220305,Squid Game,SHOW,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games—with high stakes. But, a tempting prize awaits the victor.",2021,TV-MA,54,"['action', 'drama', 'thriller']",['KR'],2.0,tt10919420,8.0,416738.0,272.707,7.8
ts343432,Yakamoz S-245,SHOW,"After disaster strikes the Earth, a marine biologist on a research mission in a submarine must fight to advance the process into a conspiracy.",2022,TV-MA,48,"['scifi', 'action', 'drama', 'thriller']",['TR'],1.0,tt13317454,6.1,3861.0,26.545,7.2
ts331448,Welcome To Eden,SHOW,"""Are you happy? With this question Zoa and four young, attractive and social media active boys and girls are invited to the most exclusive party in history, set in a secret island and organized by the brand of a new drink. What starts as an exciting adventure will soon turn into the trip of their lives. But paradise is not really what it seems... Welcome to Eden.""",2022,TV-MA,41,"['drama', 'action', 'thriller']",['ES'],1.0,tt13457822,4.9,973.0,6.225,
ts281927,Stay Close,SHOW,"The lives of a photojournalist, a soccer mom and a homicide detective are disturbed by a terrible event from the past.",2021,TV-MA,47,"['crime', 'drama', 'thriller']",['GB'],1.0,tt2201227,6.9,28669.0,12.185,7.2
ts223537,Maid,SHOW,"Inspired by the powerful New York Times best-selling memoir Maid: Hard Work, Low Pay, and a Mother's Will to Survive by Stephanie Land, Maid will chronicle a single mother who turns to housekeeping to - barely - make ends meet as she battles against poverty, homelessness, and bureaucracy.",2021,TV-MA,54,"['drama', 'comedy']",['US'],1.0,tt11337908,8.4,74955.0,0.6,7.9
ts340376,The Marked Heart,SHOW,This new Colombian telenovela is about a man who has to watch his wife die and have her heart extracted to give to another woman. He’s out for revenge in the world of organ trafficking.,2022,TV-MA,44,"['thriller', 'drama']",['CO'],2.0,tt18974572,6.3,1103.0,1455.085,6.8
ts346959,Meltdown: Three Mile Island,SHOW,"Insiders recount the events, controversies and lingering effects of the accident at the Three Mile Island nuclear power plant in Pennsylvania.",2022,TV-14,44,"['documentation', 'history']",['US'],1.0,tt19757508,7.0,958.0,16.052,6.3
ts87242,Shadow and Bone,SHOW,"In a world cleaved in two by a massive barrier of perpetual darkness, a young soldier uncovers a power that might finally unite her country. But as she struggles to hone her power, dangerous forces plot against her. Thugs, thieves, assassins and saints are at war now, and it will take more than magic to survive.",2021,TV-14,52,"['scifi', 'drama', 'fantasy', 'action']",['US'],1.0,tt2403776,7.6,77782.0,40.145,8.2
ts296046,Lupin,SHOW,"Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.",2021,TV-MA,46,"['crime', 'drama', 'comedy', 'action']",['FR'],3.0,tt2531336,7.5,100575.0,80.767,7.9
ts328625,The Guardians of Justice,SHOW,"When their seemingly fearless leader self-destructs, a team of troubled superheroes must confront festering evil in the world — and in themselves.",2022,TV-MA,29,['scifi'],['US'],1.0,,,,359.74,6.5
ts227473,Brand New Cherry Flavor,SHOW,"Lisa Nova, an aspiring film director in the sun-drenched but seamy world of 1990 Los Angeles, embarks on a mind-altering journey of supernatural revenge that gets nightmarishly out of control.",2021,TV-MA,43,"['thriller', 'drama', 'horror', 'scifi']",['US'],1.0,tt11343600,7.1,14449.0,94.346,6.9
ts321918,Human Resources,SHOW,"Lovebugs, Hormone Monsters and a parade of other creatures juggle romance, workplace drama and their human clients' needs in this ""Big Mouth"" spinoff.",2022,TV-MA,27,"['comedy', 'romance', 'animation']",['US'],1.0,tt11092142,7.2,4761.0,37.594,6.8
ts225855,All of Us Are Dead,SHOW,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out — or turn into one of the rabid infected.,2022,TV-MA,61,"['action', 'scifi', 'thriller', 'drama', 'fantasy', 'horror']",['KR'],1.0,tt14169960,7.5,41393.0,678.734,8.5
ts257504,Heirs to the Land,SHOW,Resourceful young Hugo Llor works to make a name for himself in 14th-century Barcelona while keeping a vow he made to the Estanyol family.,2022,TV-MA,54,"['comedy', 'scifi', 'drama', 'history']",['ES'],1.0,tt13308276,7.0,599.0,22.957,5.6
ts102086,Behind Her Eyes,SHOW,"It follows Louise, a single mom with a son and a part-time job in a psychiatrist's office. She begins an affair with her boss and strikes up an unlikely friendship with his wife.",2021,TV-MA,50,"['drama', 'thriller']",['GB'],1.0,tt9698442,7.2,57514.0,27.95,7.6
ts330402,Is It Cake?,SHOW,"Skilled cake artists create mouthwatering replicas of handbags, sewing machines and more in a mind-bending baking contest inspired by a popular meme.",2022,TV-PG,38,['reality'],['US'],1.0,tt18314214,5.7,465.0,5.257,7.6
ts329699,The Andy Warhol Diaries,SHOW,"After he's shot in 1968, Andy Warhol begins documenting his life and feelings. Those diaries, and this series, reveal the secrets behind his persona.",2022,TV-MA,66,['documentation'],['US'],1.0,tt18082212,7.7,1496.0,2.932,7.6
ts237722,The Cuphead Show!,SHOW,Follow the misadventures of the impulsive Cuphead and his cautious but persuadable brother Mugman in this animated series based on the hit video game.,2022,TV-Y7,15,"['family', 'fantasy', 'animation', 'action', 'comedy']",['US'],1.0,tt10611608,7.5,5792.0,107.524,8.1
ts85985,Cowboy Bebop,SHOW,"Long on style and perpetually short on cash, bounty hunters Spike, Jet and Faye trawl the solar system looking for jobs. But can they outrun Spike's past?",2021,TV-MA,45,"['scifi', 'comedy', 'crime', 'drama', 'fantasy', 'action']",['US'],1.0,tt1267295,6.6,35427.0,19.747,6.9
ts343430,The 7 Lives of Lea,SHOW,"After finding a young man's remains, Léa wakes up in the 90s and body swaps seven times as she tries to solve the mystery of his death — and prevent it.",2022,TV-MA,41,"['drama', 'thriller', 'crime', 'fantasy']",['FR'],1.0,tt14140886,7.5,1196.0,81.887,7.7
ts232107,The Silent Sea,SHOW,"During a perilous 24-hour mission on the moon, space explorers try to retrieve samples from an abandoned research facility steeped in classified secrets.",2021,TV-MA,45,"['horror', 'drama', 'scifi', 'thriller']",['KR'],1.0,tt11570202,6.9,18548.0,138.542,8.0
ts237713,Sweet Tooth,SHOW,"On a perilous adventure across a post-apocalyptic world, a lovable boy who's half-human and half-deer searches for a new beginning with a gruff protector.",2021,TV-14,45,"['scifi', 'drama', 'fantasy', 'action']",['US'],2.0,tt12809988,7.8,49182.0,82.385,8.0
ts300391,Clickbait,SHOW,"When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why.",2021,TV-MA,46,"['thriller', 'crime', 'drama']","['AU', 'US']",1.0,tt10888878,7.2,50140.0,60.49,7.6
ts94677,Worst Roommate Ever,SHOW,Violent scammers. Cold killers. These terrifying true stories are some of the right-wing cohabitation experiences one can ever imagine.,2022,TV-MA,47,"['crime', 'documentation', 'drama', 'thriller']",['US'],1.0,tt8323702,8.1,8.0,8.063,7.6
ts251675,Hellbound,SHOW,"Unearthly beings deliver bloody condemnations, sending individuals to hell and giving rise to a religious group founded on the idea of divine justice.",2021,TV-MA,52,"['scifi', 'horror', 'thriller', 'crime', 'drama', 'fantasy']",['KR'],1.0,tt12235718,6.6,22107.0,218.433,7.6
ts234817,In from the Cold,SHOW,"Exposed as an ex-Russian spy, an American single mom must juggle family life and unique shape-shifting skills in a battle against an insidious enemy.",2022,TV-MA,49,"['drama', 'scifi', 'thriller', 'action', 'crime']",['US'],1.0,tt11859542,6.2,6663.0,10.393,7.6
ts286731,Komi Can't Communicate,SHOW,"At a high school full of unique characters, Tadano helps his shy and unsociable classmate Komi reach her goal of making friends with 100 people.",2021,TV-14,24,"['drama', 'comedy', 'animation', 'romance']",['JP'],2.0,tt14626352,7.8,4358.0,344.515,7.6
ts314164,Tomorrow,SHOW,"Made half-human and half-spirit by accident, a young man is employed by a company of grim reapers in the underworld to carry out special missions.",2022,TV-14,60,"['drama', 'action', 'comedy', 'fantasy']",['KR'],1.0,tt18926162,7.7,603.0,38.209,9.3
ts327074,Bullsh*t the Game Show,SHOW,"Throughout the game, players will work their way up a money ladder either by answering questions correctly or by confidently giving incorrect answers - and persuading others that they are accurate.",2022,,0,['reality'],['US'],1.0,tt16912298,,,5.984,7.0
ts279892,Ginny & Georgia,SHOW,"Angsty and awkward fifteen year old Ginny Miller often feels more mature than her thirty year old mother, the irresistible and dynamic Georgia Miller. After years on the run, Georgia desperately wants to put down roots in picturesque New England and give her family something they've never had... a normal life. But it's not all carpool and Kombucha as Georgia's past threatens her and her family's new way of life... and Georgia will do anything to protect her family.",2021,TV-14,54,"['drama', 'comedy']",['US'],1.0,tt10813940,7.4,44573.0,86.555,8.1
ts311985,Inside Job,SHOW,"For employees of the Deep State, conspiracies aren't just theories — they're fact. And keeping them a secret is a full-time job.",2021,TV-MA,28,"['comedy', 'fantasy', 'scifi', 'animation']",['US'],1.0,tt10231312,7.6,15137.0,40.604,8.2
ts250998,Dirty Lines,SHOW,"The story of Dirty Lines starts in 1987's Amsterdam, at a time when Dutch society was changing rapidly. Psychology student Marly Salomon takes on a side job working for a brand new firm: Teledutch - a company started by two brothers, Frank and Ramon Stigter, who established Europe’s first erotic telephone lines. Frank and Ramon become rich overnight and Marly finds herself immersed in this wild and rapid transformation. The final years of the Cold War sparked a sense of hope and inspired a new generation to celebrate life to its fullest. Amsterdam became the center of that cultural revolution with a radically new form of music: house and a new love drug: XTC. The erotic phone lines offer the opportunity to experience anonymous sex in a new way, changing the morality of its consumers, but also very much the people creating it.",2022,TV-MA,46,"['drama', 'history']",['NL'],1.0,tt14859224,7.3,717.0,5.4,8.3
ts331681,Trivia Quest,SHOW,"History, art, science, pop culture and more — quiz yourself across varying levels of difficulty in this interactive trivia series.",2022,TV-G,9,"['family', 'fantasy', 'animation']",['US'],1.0,tt18393972,5.6,176.0,175.729,5.7
ts225645,The Chair,SHOW,"At a major university, the first woman of color to become chair tries to meet the dizzying demands and high expectations of a failing English department.",2021,TV-MA,30,"['drama', 'comedy']",['US'],1.0,tt11834150,7.2,15894.0,1.4,7.1
ts289334,Sex/Life,SHOW,A suburban mother of two takes a fantasy-charged trip down memory lane that sets her very married present on a collision course with her wild-child past.,2021,TV-MA,48,"['drama', 'romance', 'comedy']",[],2.0,tt10839422,5.4,19604.0,,
ts296472,The Chestnut Man,SHOW,"At a grisly murder scene sits a figurine made of chestnuts. From this creepy clue, two detectives hunt a killer linked to a politician's missing child.",2021,TV-MA,55,"['crime', 'drama', 'thriller']",['DK'],1.0,tt10834220,7.7,41253.0,65.023,7.7
ts321513,My Liberation Notes,SHOW,"Three siblings, exhausted by the monotony of day-to-day adulthood, seek to find fulfillment and freedom from their unremarkable lives.",2022,TV-14,62,"['drama', 'romance']",['KR'],1.0,tt15146130,8.4,276.0,62.434,8.0
ts311989,jeen-yuhs,SHOW,"Kanye West docu-series, over 20 years in the making",2022,TV-MA,93,"['documentation', 'music']",['US'],1.0,tt14599438,8.1,7269.0,6.492,7.0
ts310057,True Story,SHOW,A world-famous comedian desperately searches for a way out after a night in Philadelphia with his brother threatens to sabotage more than his success.,2021,TV-MA,39,"['drama', 'thriller', 'comedy', 'crime']",['US'],1.0,tt13655456,7.5,16927.0,62.186,7.2
ts225657,Halston,SHOW,American fashion designer Halston skyrockets to fame before his life starts to spin out of control.,2021,TV-MA,47,['drama'],['US'],1.0,tt10920514,7.5,14040.0,21.349,7.3
ts229335,Anxious People,SHOW,"A failed bank robber locks himself in a home, along with a real estate agent, two IKEA addicts, a pregnant woman, a suicidal millionaire and a rabbit.",2021,TV-MA,29,"['crime', 'drama', 'comedy']",['SE'],1.0,tt11168604,6.8,3709.0,2.972,6.4
ts287976,Young Royals,SHOW,"Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated.",2021,TV-MA,45,"['drama', 'romance']",['SE'],1.0,tt14664414,8.3,26732.0,29.825,8.9
ts255037,Resident Evil: Infinite Darkness,SHOW,"Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House.",2021,TV-MA,27,"['action', 'scifi', 'horror', 'animation']",['US'],1.0,tt13173456,5.8,9500.0,25.489,7.9
ts312984,Our Blues,SHOW,Romance is sweet and bitter — and life riddled with ups and downs — in multiple stories about people who live and work on bustling Jeju island.,2022,TV-MA,68,['drama'],['KR'],1.0,tt19115260,7.7,209.0,64.558,9.0
ts95572,The Serpent,SHOW,"The twisting, real-life story of Charles Sobhraj, a murderer, thief and seductive master of disguise, who was a hidden darkness in the mid-70's on Asia's hippie trail.",2021,TV-MA,57,"['drama', 'thriller', 'crime']",['GB'],1.0,tt7985576,7.6,41782.0,29.419,7.6
ts287352,Hit & Run,SHOW,"A happily married man's life is turned upside down when his wife is killed in a mysterious hit-and-run accident in Tel Aviv.  Grief-stricken and confused, he searches for his wife's killers, who have fled to the U.S.  With the help of an ex-lover, he uncovers disturbing truths about his beloved wife and the secrets she kept from him.",2021,TV-MA,49,"['action', 'drama', 'thriller', 'crime']",['IL'],1.0,tt9073940,7.1,8367.0,1.4,7.5
ts346034,Blood Sisters,SHOW,"Connected by a dangerous secret, best friends Sarah and Kemi are forced to flee after a wealthy groom disappears at his own engagement party.",2022,TV-MA,57,"['crime', 'drama', 'thriller']",['US'],1.0,tt19398068,,,25.964,
ts346500,Wild Babies,SHOW,"Follow the adventures of baby lions, elephants, penguins, pangolins and more as they learn to navigate the highs and lows of life in the wild.",2022,,30,['documentation'],['GB'],1.0,tt19398016,,,2.744,
ts273436,Murder Among the Mormons,SHOW,High-stakes exploits turn deadly — and shake a global church to its core — in this extraordinary true crime story.,2021,TV-14,53,"['crime', 'history', 'documentation']",['US'],1.0,tt13987620,7.0,6028.0,4.696,7.3
ts237972,Katla,SHOW,"A year after a subglacial volcano erupts, mysterious elements from prehistoric times emerge from the melting ice, bringing unforeseen consequences.",2021,TV-MA,46,"['scifi', 'thriller', 'drama']",['IS'],1.0,tt11102190,7.0,13095.0,73.252,7.2
ts262246,The Last Bus,SHOW,"After embarking on a life-changing field trip, a group of whip-smart students fight to save humanity from an army of ruthless drones.",2022,TV-PG,35,"['scifi', 'comedy', 'drama', 'family', 'fantasy']",['GB'],1.0,tt12885670,5.0,500.0,5.887,8.1
ts330347,Cracow Monsters,SHOW,A young woman haunted by her past joins a mysterious professor and his group of gifted students who investigate paranormal activity — and fight demons.,2022,TV-MA,52,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']",['PL'],1.0,tt15096836,5.5,1492.0,218.835,6.7
